id,event_type,latitude,longitude,endlatitude,endlongitude,address,end_address,event_cause,requires_road_closure,start_datetime,end_datetime,status,authenticated,modified_datetime,description,veh_type,corridor,priority,cargo_material,reason_breakdown,age_of_truck,created_date,client_id,police_station,resolved_at_address,resolved_at_latitude,resolved_at_longitude,closed_datetime,resolved_datetime,zone,junction,hour,day,month,day_of_week,weekend,duration_minutes,is_closed,is_resolved
FKID000011,unplanned,12.94457,77.5274017,0.0,0.0,"Mysore Road, Radiant Karel, Pantarapalya, Bengaluru, Karnataka. Pin-560039 (India)",Unknown,vehicle_breakdown,False,2024-01-30 05:21:06.975000+00:00,,closed,yes,2024-01-30 07:35:47.951007+00:00,Unknown,private_car,ORR West 1,High,None,Unknown,-1.0,2024-01-30 05:21:50.591304+00:00,1,Byatarayanapura,Unknown,12.9828467,77.58946,,,Unknown,MysoreRd-RingRdJunc(Nayandanahallii),5.0,30.0,1.0,1.0,0,325.0827,0,0
FKID000012,unplanned,12.9995223,77.6827499,0.0,0.0,"1st Main Road, BSNL CACT Building, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)",Unknown,water_logging,False,2024-03-07 18:00:05.020000+00:00,,active,yes,2024-03-07 19:34:17.374582+00:00,lorry undar pass woter logging trafick swol moment ph [PHONE],Unknown,ORR East 2,High,None,Unknown,-1.0,2024-03-07 18:00:57.261528+00:00,1,Mahadevapura,Unknown,12.9828467,77.58946,,,Unknown,Unknown,18.0,7.0,3.0,3.0,0,325.0827,0,0
FKID000013,unplanned,13.0418933,77.594705,0.0,0.0,"MBT Road, Amanikere, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",Unknown,others,False,2023-12-26 19:15:28.124000+00:00,,closed,yes,2024-03-07 19:10:20.403420+00:00,Starting problem,Unknown,ORR North 1,High,None,Unknown,-1.0,2023-12-26 19:16:09.549364+00:00,1,Hebbala,Unknown,12.9828467,77.58946,2024-03-07 19:10:20.402869+00:00,,North Zone 1,HebbalFlyoverJunc,19.0,26.0,12.0,1.0,0,325.0827,1,0
FKID000014,unplanned,12.975285,77.6256902,0.0,0.0,"Old Madras Road, Ramayya Circle, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",Unknown,pot_holes,False,2024-03-07 19:26:15.604000+00:00,,active,yes,2024-03-07 19:32:11.890707+00:00,traffic slow moving and accident happening,Unknown,Old Madras Road,High,None,Unknown,-1.0,2024-03-07 19:28:21.681907+00:00,1,Halasur,Unknown,12.9828467,77.58946,,,Unknown,Unknown,19.0,7.0,3.0,3.0,0,325.0827,0,0
FKID000015,unplanned,13.0633917,77.5933483,0.0,0.0,"Bellary Road, Capitaland IT Park, Kashi Nagar, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",Unknown,others,False,2024-03-07 19:10:21.930000+00:00,,active,yes,2024-03-07 19:11:49.766858+00:00,ಟೈರ್ ಪಂಚರ್,Unknown,Bellary Road 2,High,None,Unknown,-1.0,2024-03-07 19:11:02.983156+00:00,1,Kodigehalli,Unknown,12.9828467,77.58946,,,Unknown,Unknown,19.0,7.0,3.0,3.0,0,325.0827,0,0
FKID000016,unplanned,13.063425,77.5933,0.0,0.0,"Bellary Road, Renaissance Prospero Apartment, Kashi Nagar, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",Unknown,others,False,2024-03-07 19:11:15.565000+00:00,,active,yes,2024-03-07 19:16:44.728097+00:00,tyear blost,Unknown,Bellary Road 2,High,None,Unknown,-1.0,2024-03-07 19:11:57.171334+00:00,1,Kodigehalli,Unknown,12.9828467,77.58946,,,Unknown,Unknown,19.0,7.0,3.0,3.0,0,325.0827,0,0
FKID000017,unplanned,13.0254527,77.6417388,0.0,0.0,"MBT Road, Chelekere, Bengaluru, Karnataka. Pin-560043 (India)",Unknown,others,False,2024-03-07 19:18:29.890000+00:00,,active,yes,2024-03-07 19:28:56.872687+00:00,[LOCATION] parked at ring road sir traffic little bit slow sir,Unknown,ORR North 1,High,None,Unknown,-1.0,2024-03-07 19:20:02.091296+00:00,1,Hennuru,Unknown,12.9828467,77.58946,,,Unknown,Unknown,19.0,7.0,3.0,3.0,0,325.0827,0,0
FKID000018,unplanned,12.9233517,77.5904883,0.0,0.0,"36th Cross Road, Block 4T, Pattabhirama Nagar, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",Unknown,tree_fall,False,2024-03-07 19:39:29.764000+00:00,,closed,yes,2024-03-08 00:32:50.465117+00:00,ssmrv junction towards 20th main ಬಳಿ ಮರ ಬಿದ್ದಿರುತ್ತೆ,Unknown,Non-corridor,Low,None,Unknown,-1.0,2024-03-07 19:44:04.840279+00:00,1,Jayanagara,Unknown,12.9828467,77.58946,2024-03-08 00:32:50.464450+00:00,,Unknown,Unknown,19.0,7.0,3.0,3.0,0,325.0827,1,0
FKID000019,unplanned,13.0001393,77.5840594,0.0,0.0,"Sankey Road, MD Nanjundaswamy Circle, Rajamahal Guttahalli, Bengaluru, Karnataka. Pin-560003 (India)",Unknown,vehicle_breakdown,False,2024-01-30 04:49:17.231000+00:00,,closed,yes,2024-01-30 07:35:47.924053+00:00,KSRTC bus mechanic [PERSON] sir that's why vehicle not moving,ksrtc_bus,Bellary Road 1,High,None,Unknown,-1.0,2024-01-30 04:51:12.899255+00:00,1,Sadashivanagar,Unknown,12.9828467,77.58946,,,Unknown,Unknown,4.0,30.0,1.0,1.0,0,325.0827,0,0
FKID000020,unplanned,12.9071221,77.6286395,0.0,0.0,"Hosur Road, Vivekananda Circle, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)",Unknown,vehicle_breakdown,False,2024-03-07 19:25:04.302000+00:00,,closed,no,2024-03-07 19:52:19.227656+00:00,ಬೊಮ್ಮನಹಳ್ಳಿ ಟವರ್ಡ್ಸ್ ಸಿಟಿ ಟೆಕ್ನಿಕಲ್ ಪ್ರಾಬ್ಲಮ್ ನಿಂದ ವೆಹಿಕಲ್ ಬ್ರೇಕ್ ಡೌನ್ ಆಗಿರುತ್ತದೆ,heavy_vehicle,Hosur Road,High,None,Unknown,-1.0,2024-03-07 19:27:14.960257+00:00,1,Madiwala,Unknown,12.9828467,77.58946,2024-03-07 19:52:19.227138+00:00,,Unknown,Unknown,19.0,7.0,3.0,3.0,0,325.0827,1,0
FKID000021,unplanned,12.927375,77.5806883,12.9273528,77.580685,"5th Main Road, Shri Vinayaka Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)","5th Main Road, Shri Vinayaka Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",tree_fall,True,2024-03-07 19:45:16.034000+00:00,,closed,yes,2024-03-09 20:33:47.283363+00:00,Unknown,Unknown,Non-corridor,Low,None,Unknown,-1.0,2024-03-07 19:47:58.459881+00:00,1,Jayanagara,Unknown,12.9828467,77.58946,2024-03-09 20:33:47.282786+00:00,,Unknown,Unknown,19.0,7.0,3.0,3.0,0,325.0827,1,0
FKID000022,unplanned,12.9169074,77.5950955,0.0,0.0,"South End Main Road, East End Circle, Jayanagar, Bengaluru, Karnataka. Pin-560069 (India)",Unknown,pot_holes,False,2024-01-05 22:35:41.185000+00:00,,closed,yes,2024-03-07 19:48:05.331866+00:00,Unknown,Unknown,Non-corridor,Low,None,Unknown,-1.0,2024-01-05 22:36:57.627179+00:00,1,Jayanagara,Unknown,12.9828467,77.58946,2024-03-07 19:48:05.331210+00:00,,South Zone 1,28thMainJayanagarJunc,22.0,5.0,1.0,4.0,0,325.0827,1,0
FKID000023,unplanned,12.9667047,77.6615983,0.0,0.0,"Suranjan Das Road, Thimmaiah Reddy Colony, Jeevan Bima Nagar, Bengaluru, Karnataka. Pin-560075 (India)",Unknown,pot_holes,False,2024-01-30 08:32:47.117000+00:00,,active,yes,2024-01-30 08:47:37.169905+00:00,A,Unknown,Unknown,Low,None,Unknown,-1.0,2024-01-30 08:33:47.540206+00:00,1,Jeevanbheemanagar,Unknown,12.9828467,77.58946,,,Unknown,Unknown,8.0,30.0,1.0,1.0,0,325.0827,0,0
FKID000024,unplanned,12.8966387,77.7202071,0.0,0.0,"Sarjapura Main Road, Kodathi Gate, Kodathi, Bengaluru, Karnataka. Pin-560035 (India)",Unknown,water_logging,False,2024-03-07 19:55:24.461000+00:00,,active,yes,2024-03-07 20:06:27.230358+00:00,water logging with drainage leakage near [LOCATION] bus stop [LOCATION] road.,Unknown,Non-corridor,Low,None,Unknown,-1.0,2024-03-07 19:59:11.246383+00:00,1,Whitefield,Unknown,12.9828467,77.58946,,,Unknown,Unknown,19.0,7.0,3.0,3.0,0,325.0827,0,0
FKID000025,unplanned,12.9463911,77.597326,12.9465181,77.5973857,"12th Cross Road, Lakksandra Extension, Wilson Garden, Bengaluru, Karnataka. Pin-560030 (India)","12th Cross Road, Lakksandra Extension, Wilson Garden, Bengaluru, Karnataka. Pin-560030 (India)",tree_fall,True,2024-03-07 06:09:19.361000+00:00,,closed,no,2024-03-07 20:12:38.803050+00:00,no,Unknown,Non-corridor,Low,None,Unknown,-1.0,2024-03-07 06:10:16.176379+00:00,1,Wilson Garden,Unknown,12.9828467,77.58946,2024-03-07 20:12:38.802518+00:00,,Unknown,Unknown,6.0,7.0,3.0,3.0,0,325.0827,1,0
FKID000026,unplanned,12.9856042,77.5977438,0.0,0.0,"Queens Road, HVS Apartment, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",Unknown,pot_holes,False,2024-01-30 08:35:04.399000+00:00,,active,yes,2024-01-30 08:46:04.959405+00:00,Chamber hole,Unknown,Unknown,High,None,Unknown,-1.0,2024-01-30 08:35:50.025285+00:00,1,Shivajinagar,Unknown,12.9828467,77.58946,,,Unknown,Unknown,8.0,30.0,1.0,1.0,0,325.0827,0,0
FKID000027,unplanned,12.9077383,77.6005709,0.0,0.0,"Bannerghatta Main Road, JD Mara Junction, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)",Unknown,vehicle_breakdown,False,2024-01-30 08:12:47.138000+00:00,,closed,yes,2024-01-30 10:35:47.849552+00:00,Bmtc bus offload due to gear box problem,bmtc_bus,Bannerghata Road,High,None,Unknown,-1.0,2024-01-30 08:14:16.420314+00:00,1,Mico Layout,Unknown,12.9828467,77.58946,,,Unknown,Unknown,8.0,30.0,1.0,1.0,0,325.0827,0,0
FKID000028,unplanned,12.9635109,77.6642122,0.0,0.0,"Suranjan Das Road, Officers Quarters, Airport Area, Bengaluru, Karnataka. Pin-560017 (India)",Unknown,pot_holes,False,2024-01-30 08:25:57.212000+00:00,,closed,yes,2024-01-30 08:35:01.999200+00:00,A,Unknown,Unknown,Low,None,Unknown,-1.0,2024-01-30 08:28:51.106311+00:00,1,HAL Old Airport,Unknown,12.9828467,77.58946,2024-01-30 08:35:01.998607+00:00,,Unknown,Unknown,8.0,30.0,1.0,1.0,0,325.0827,1,0
FKID000029,unplanned,12.9667073,77.6615616,0.0,0.0,"Suranjan Das Road, Thimmaiah Reddy Colony, Jeevan Bima Nagar, Bengaluru, Karnataka. Pin-560075 (India)",Unknown,pot_holes,False,2024-01-30 08:31:37.367000+00:00,,active,yes,2024-01-30 08:33:45.400802+00:00,A,Unknown,Unknown,Low,None,Unknown,-1.0,2024-01-30 08:32:13.484988+00:00,1,Jeevanbheemanagar,Unknown,12.9828467,77.58946,,,Unknown,Unknown,8.0,30.0,1.0,1.0,0,325.0827,0,0
FKID000030,unplanned,12.9666867,77.6616478,0.0,0.0,"Suranjan Das Road, Thimmaiah Reddy Colony, Jeevan Bima Nagar, Bengaluru, Karnataka. Pin-560075 (India)",Unknown,pot_holes,False,2024-01-30 08:33:55.212000+00:00,,active,yes,2024-01-30 08:47:01.481646+00:00,Unknown,Unknown,Non-corridor,Low,None,Unknown,-1.0,2024-01-30 08:34:48.349991+00:00,1,Jeevanbheemanagar,Unknown,12.9828467,77.58946,,,Unknown,Unknown,8.0,30.0,1.0,1.0,0,325.0827,0,0
FKID000031,unplanned,12.907814,77.6006561,12.9075245,77.6003865,"Bannerghatta Main Road, Srinivas Industrial Estate, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)","Bannerghatta Main Road, JD Mara Junction, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)",vehicle_breakdown,True,2024-01-30 08:08:05.581000+00:00,,closed,yes,2024-01-30 10:35:47.874570+00:00,GD mara to [PERSON],bmtc_bus,Bannerghata Road,High,None,Unknown,-1.0,2024-01-30 08:11:01.608180+00:00,1,Mico Layout,Unknown,12.9828467,77.58946,,,Unknown,Unknown,8.0,30.0,1.0,1.0,0,325.0827,0,0
FKID000032,unplanned,12.8955737,77.5993711,0.0,0.0,"Bannerghatta Main Road, Indian Institute of Management, Bengaluru, Karnataka. Pin-560076 (India)",Unknown,vehicle_breakdown,False,2024-01-30 05:43:18.534000+00:00,,closed,yes,2024-01-30 08:35:47.752866+00:00,Near hsbc junction lgv vehicle off road due to clutch plate got broken have left side no problem to traffic from hsbc to arakere junction sir,lcv,Bannerghata Road,High,None,Unknown,-1.0,2024-01-30 05:44:59.860926+00:00,1,J.P. Nagar,Unknown,12.9828467,77.58946,,,Unknown,Unknown,5.0,30.0,1.0,1.0,0,325.0827,0,0
FKID000033,unplanned,12.92757,77.5832051,0.0,0.0,"9th Main Road, Geeta Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",Unknown,tree_fall,False,2024-03-07 20:06:03.523000+00:00,,closed,yes,2024-03-09 20:33:44.935916+00:00,Unknown,Unknown,Non-corridor,Low,None,Unknown,-1.0,2024-03-07 20:06:37.915099+00:00,1,Jayanagara,Unknown,12.9828467,77.58946,2024-03-09 20:33:44.935343+00:00,,Unknown,Unknown,20.0,7.0,3.0,3.0,0,325.0827,1,0
FKID000034,unplanned,13.044697,77.5828546,0.0,0.0,"Outer Ring Road, Abdul Patel Syed Layout, Bhoopasandra, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",Unknown,congestion,False,2024-01-30 05:38:15.485000+00:00,,closed,no,2024-01-30 08:35:47.778254+00:00,BWSSB AND KRIDE WORK AT [LOCATION] hebbal circle to bhadrapp layout sir,Unknown,ORR North 2,High,None,Unknown,-1.0,2024-01-30 05:39:28.665706+00:00,1,Kodigehalli,Unknown,12.9828467,77.58946,,,Unknown,Unknown,5.0,30.0,1.0,1.0,0,325.0827,0,0
FKID000035,unplanned,12.9666885,77.6616396,0.0,0.0,"Suranjan Das Road, Thimmaiah Reddy Colony, Jeevan Bima Nagar, Bengaluru, Karnataka. Pin-560075 (India)",Unknown,pot_holes,False,2024-01-30 08:35:57.672000+00:00,,active,yes,2024-01-30 08:44:26.910097+00:00,A,Unknown,Unknown,Low,None,Unknown,-1.0,2024-01-30 08:36:54.308956+00:00,1,Jeevanbheemanagar,Unknown,12.9828467,77.58946,,,Unknown,Unknown,8.0,30.0,1.0,1.0,0,325.0827,0,0
FKID000036,unplanned,12.9789228,77.5644032,0.0,0.0,"Magadi Road, Magadi Road Area, Bengaluru, Karnataka. Pin-560023 (India)",Unknown,vehicle_breakdown,False,2024-03-07 20:17:50.952000+00:00,,closed,yes,2024-03-07 22:35:48.225065+00:00,traffic normal sir.,bmtc_bus,Magadi Road,High,None,Unknown,-1.0,2024-03-07 20:19:21.251912+00:00,1,Magadi Road,Unknown,12.9828467,77.58946,,,Unknown,Unknown,20.0,7.0,3.0,3.0,0,325.0827,0,0
FKID000037,unplanned,12.8636494,77.6725849,0.0,0.0,"Doddanagamangala Road, Sri Rajarajeshwari Nagar, Doddanagamangala, Bengaluru, Karnataka. Pin-560100 (India)",Unknown,accident,False,2024-01-30 03:52:59.126038+00:00,,closed,yes,2024-01-30 09:35:47.939277+00:00,Unknown,Unknown,Non-corridor,Low,None,Unknown,-1.0,2024-01-30 08:53:47.147922+00:00,1,Electronic City,Unknown,12.9828467,77.58946,,,Unknown,Unknown,3.0,30.0,1.0,1.0,0,325.0827,0,0
FKID000038,unplanned,12.9219483,77.6002467,0.0,0.0,"Bannerghatta Main Road, Opulent Spire, Block 9, Jayanagar, Bengaluru, Karnataka. Pin-560069 (India)",Unknown,vehicle_breakdown,False,2024-01-30 15:15:10.139000+00:00,,closed,yes,2024-01-30 17:35:48.089355+00:00,One garage vehical stopped on road due to break down,heavy_vehicle,Bannerghata Road,High,None,Unknown,-1.0,2024-01-30 15:18:28.719881+00:00,1,Mico Layout,Unknown,12.9828467,77.58946,,,Unknown,Unknown,15.0,30.0,1.0,1.0,0,325.0827,0,0
FKID000039,unplanned,12.9666597,77.661556,0.0,0.0,"Suranjan Das Road, Thimmaiah Reddy Colony, Jeevan Bima Nagar, Bengaluru, Karnataka. Pin-560075 (India)",Unknown,pot_holes,False,2024-01-30 08:37:16.322000+00:00,2024-01-30 05:38:46+00:00,active,yes,2024-01-30 08:43:58.647514+00:00,Pc18977,Unknown,Unknown,Low,None,Unknown,-1.0,2024-01-30 08:40:15.935486+00:00,1,Jeevanbheemanagar,Unknown,12.9828467,77.58946,,,Unknown,Unknown,8.0,30.0,1.0,1.0,0,-178.50536666666667,0,0
FKID000041,unplanned,12.9936273,77.5844677,12.9934867,77.584375,"Kumar Krupa Road, Make In India Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)","Kumar Krupa Road, Make In India Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",others,True,2024-03-07 20:20:31.140000+00:00,,closed,yes,2024-03-07 22:06:56.289580+00:00,Near cm office [PERSON] towards B02 junction sir,Unknown,Bellary Road 1,High,None,Unknown,-1.0,2024-03-07 20:23:59.617800+00:00,1,High ground,Unknown,12.9828467,77.58946,2024-03-07 22:06:56.289070+00:00,,Unknown,Unknown,20.0,7.0,3.0,3.0,0,325.0827,1,0
FKID000042,unplanned,12.9465079,77.6986339,0.0,0.0,"Outer Ring Road, Sumadhura Platinum Square, Kadubisanahalli, Bengaluru, Karnataka. Pin-560037 (India)",Unknown,vehicle_breakdown,False,2024-01-30 20:38:19.329000+00:00,,closed,yes,2024-01-30 23:35:47.648175+00:00,Biriyani zone [PERSON] on [LOCATION] off road,bmtc_bus,ORR East 1,High,None,Unknown,-1.0,2024-01-30 20:40:06.042986+00:00,1,HAL Old Airport,Unknown,12.9828467,77.58946,,,Unknown,Unknown,20.0,30.0,1.0,1.0,0,325.0827,0,0
FKID000043,unplanned,13.0467058,77.5036495,0.0,0.0,"6th Main Road, The Edge, Nagasandra, Bengaluru, Karnataka. Pin-560073 (India)",Unknown,vehicle_breakdown,False,2024-03-07 18:29:50.857000+00:00,,closed,yes,2024-03-07 20:35:47.751423+00:00,Unknown,lcv,Non-corridor,Low,None,Unknown,-1.0,2024-03-07 18:31:53.902977+00:00,1,Chikkabanavara,Unknown,12.9828467,77.58946,,,Unknown,Unknown,18.0,7.0,3.0,3.0,0,325.0827,0,0
FKID000044,unplanned,13.0166142,77.5054464,0.0,0.0,"14th Cross Road, Industrial Area Stage 3, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",Unknown,vehicle_breakdown,False,2023-12-28 06:06:26.375000+00:00,,closed,no,2024-01-30 21:21:59.625317+00:00,BMTC off road on 14th cross towards NTTF traffic one side movement,bmtc_bus,Non-corridor,Low,None,Unknown,-1.0,2023-12-28 06:07:50.737435+00:00,1,Peenya,Unknown,12.9828467,77.58946,,,West Zone 1,Peenya14thCrossJunc,6.0,28.0,12.0,3.0,0,325.0827,0,0
FKID000046,unplanned,13.0309717,77.5364661,0.0,0.0,"Mumbai Bengaluru Highway, Gorguntepalya Junction, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",Unknown,vehicle_breakdown,False,2024-01-30 19:33:25.417000+00:00,,closed,yes,2024-01-30 21:35:48.087938+00:00,Cmti jn incoming [LOCATION] LGv ವೆಹಿಕಲ್ ಕಮಾನ್ ಪಾಟ್ ಕಟ್ ಆಗಿದೆ ಸರ್,lcv,Tumkur Road,High,None,Unknown,-1.0,2024-01-30 19:35:20.337586+00:00,1,Yeshwanthpura,Unknown,12.9828467,77.58946,,,Unknown,Unknown,19.0,30.0,1.0,1.0,0,325.0827,0,0
