id,event_type,latitude,longitude,endlatitude,endlongitude,address,end_address,event_cause,requires_road_closure,start_datetime,end_datetime,status,authenticated,modified_datetime,description,veh_type,corridor,priority,cargo_material,reason_breakdown,age_of_truck,created_date,client_id,police_station,resolved_at_address,resolved_at_latitude,resolved_at_longitude,closed_datetime,resolved_datetime,zone,junction,hour,day,month,day_of_week,weekend,duration_minutes,is_closed,is_resolved
FKID000235,planned,12.9694199,77.7006686,0.0,0.0,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",Unknown,construction,False,2024-02-01 20:39:02.295000+00:00,2024-02-02 09:05:46+00:00,closed,yes,2024-02-02 09:35:47.594360+00:00,[LOCATION] towards marathhalli and karthiknagara towards mahadevpura traffic movement will be slow due to metrostation work,Unknown,ORR East 2,High,None,Unknown,-1.0,2024-02-01 20:39:55.043318+00:00,1,HAL Old Airport,Unknown,12.9828467,77.58946,,,Unknown,Unknown,20.0,1.0,2.0,3.0,0,746.7284166666667,0,0
FKID000241,planned,12.9643399,77.5855341,0.0,0.0,"Sri Narsimha Rao Road, Town Hall Junction, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",Unknown,vip_movement,False,2024-02-01 20:44:47.196000+00:00,2024-02-01 21:05:46+00:00,closed,yes,2024-02-01 21:35:47.869117+00:00,LGV ವಾಹನದ ಗಲಿ ಪಂಚರಾಗಿದ್ದು ಅದನ್ನು ಸೂಲ್ಪ ಸಮಯದಲ್ಲಿ ಬದಲಾವಣೆ ಮಾಡಿಕೊಂಡು ಹೋಗುತ್ತೇವೆ ಎಂದು ತಿಳಿಸಿರುತ್ತಾರೆ ಸರ್,Unknown,Mysore Road,High,None,Unknown,-1.0,2024-02-01 20:50:21.588710+00:00,1,Halasuru Gate,Unknown,12.9828467,77.58946,,,Unknown,Unknown,20.0,1.0,2.0,3.0,0,20.98006666666667,0,0
FKID000253,planned,12.860655,77.4311029,12.8606339,77.4310874,"Bangalore Mysore Expressway, Kempegowda Layout, Kaniminike, Bengaluru, Karnataka. Pin-560074 (India)","Bangalore Mysore Expressway, Kempegowda Layout, Kaniminike, Bengaluru, Karnataka. Pin-560074 (India)",construction,True,2024-02-01 22:12:24.799000+00:00,2024-02-01 22:12:46+00:00,closed,yes,2024-02-01 22:35:48.104540+00:00,Towards Mysore,Unknown,Non-corridor,Low,None,Unknown,-1.0,2024-02-01 22:13:42.539618+00:00,1,Kengeri,Unknown,12.9828467,77.58946,,,Unknown,Unknown,22.0,1.0,2.0,3.0,0,0.35335,0,0
FKID000312,planned,12.9694578,77.7006343,0.0,0.0,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",Unknown,construction,False,2024-02-02 21:40:29.067000+00:00,2024-02-03 09:05:46+00:00,closed,yes,2024-02-03 09:35:48.031249+00:00,[LOCATION] towards marathhalli and karthiknagara towards mahadevpura traffic movement will be slow due to metrostation work,Unknown,ORR East 2,High,None,Unknown,-1.0,2024-02-02 21:41:34.377237+00:00,1,HAL Old Airport,Unknown,12.9828467,77.58946,,,Unknown,Unknown,21.0,2.0,2.0,4.0,0,685.2822166666666,0,0
FKID000355,planned,12.9712598,77.597572,12.9711078,77.5976822,"Grant Road, Walton Road Circle, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)","Sri ML Subbaraju Road, Walton Road Circle, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",construction,True,2024-03-08 22:18:14.937000+00:00,2024-03-09 01:18:46+00:00,closed,yes,2024-03-09 01:35:49.092241+00:00,road closue,Unknown,Non-corridor,Low,None,Unknown,-1.0,2024-03-08 22:20:10.675412+00:00,1,Cubbon Park,Unknown,12.9828467,77.58946,,,Unknown,Unknown,22.0,8.0,3.0,4.0,0,180.51771666666667,0,0
FKID000375,planned,13.049104,77.5932567,0.0,0.0,"Kempapura Main Road, Esteem Mall, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)",Unknown,construction,False,2024-02-03 21:28:38.926000+00:00,2024-02-03 12:20:46+00:00,closed,yes,2024-02-03 21:35:47.805006+00:00,Work in progress by NHAI sir,Unknown,Bellary Road 1,High,None,Unknown,-1.0,2024-02-03 21:29:36.794465+00:00,1,Hebbala,Unknown,12.9828467,77.58946,,,Unknown,Unknown,21.0,3.0,2.0,5.0,1,-547.8821,0,0
FKID000412,planned,13.0418551,77.6138337,13.0417228,77.614047,"MBT Road, Govind Pura, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)","MBT Road, Govind Pura, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)",construction,True,2024-03-09 00:32:11.731000+00:00,2024-03-09 02:25:46+00:00,closed,yes,2024-03-09 02:35:48.168942+00:00,BWSSB & Cable work is going near [LOCATION] service road towards [LOCATION]. service road is closed towards [LOCATION] from [LOCATION],Unknown,ORR North 1,High,None,Unknown,-1.0,2024-03-09 00:35:39.919863+00:00,1,Hennuru,Unknown,12.9828467,77.58946,,,Unknown,Unknown,0.0,9.0,3.0,5.0,1,113.57115,0,0
FKID000426,planned,13.0469097,77.6445369,0.0,0.0,"Hennur Main Road, Mantri Splendor, Hiremath Layout, Geddalahalli, Bengaluru, Karnataka. Pin-560077 (India)",Unknown,construction,False,2024-03-09 06:38:13.420000+00:00,2024-03-12 06:38:46+00:00,closed,yes,2024-03-12 07:35:48.090604+00:00,white tapping work at Geddalahalli towards bagalur and airport back sir,Unknown,Non-corridor,Low,None,Unknown,-1.0,2024-03-09 06:39:44.838301+00:00,1,Hennuru,Unknown,12.9828467,77.58946,,,Unknown,Unknown,6.0,9.0,3.0,5.0,1,4320.543,0,0
FKID000433,planned,12.90731581,77.6955824,12.91102168,77.6979754,"Gear School road, ದೊಡ್ಡಕನ್ನಲ್ಲಿ, ಗುಂಜೂರು, ಬೆಂಗಳೂರು ಪೂರ್ವ ನಗರ ನಿಗಮ, Bengaluru, ಬೆಂಗಳೂರು ಪೂರ್ವ, ಬೆಂಗಳೂರು ನಗರ, Karnataka, 560035, India","ದೊಡ್ಡಕನ್ನಲ್ಲಿ, ಗುಂಜೂರು, ಬೆಂಗಳೂರು ಪೂರ್ವ ನಗರ ನಿಗಮ, Bengaluru, ಬೆಂಗಳೂರು ಪೂರ್ವ, ಬೆಂಗಳೂರು ನಗರ, Karnataka, 560035, India",public_event,True,,2024-02-04 09:05:46+00:00,closed,yes,2024-02-04 09:35:47.844681+00:00,[PERSON] and Palakki Uthsava at Dodakkanahalli,Unknown,Non-corridor,Low,None,Unknown,-1.0,2024-02-04 06:26:36.869329+00:00,1,Bellandur,Unknown,12.9828467,77.58946,,,Unknown,Unknown,,,,,0,325.0827,0,0
FKID000437,planned,12.90730454,77.69558165,12.91099868,77.69800685,"Gear School road, Doddakannalli, Gunjur, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560035, India","Doddakannalli, Gunjur, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560035, India",public_event,True,,,closed,yes,2024-02-04 09:35:47.830819+00:00,"Sri.Tirumalaswmay
Brahma Rathotsava &
Night [PERSON]",Unknown,Non-corridor,Low,None,Unknown,-1.0,2024-02-04 06:23:32.847874+00:00,1,Bellandur,Unknown,12.9828467,77.58946,,,Unknown,Unknown,,,,,0,325.0827,0,0
FKID000439,planned,12.97878153,77.59976254,0.0,0.0,"ಕ್ವಿನ್ಸ್ ರಸ್ತೆ, ಶಾಂತಲಾ ನಗರ, ಅಶೋಕನಗರ, ಬೆಂಗಳೂರು ಮಧ್ಯ ನಗರ ನಿಗಮ, Bengaluru, ಬೆಂಗಳೂರು ಉತ್ತರ, ಬೆಂಗಳೂರು ನಗರ, Karnataka, 560001, India",Unknown,public_event,False,,2024-02-04 14:05:46+00:00,closed,yes,2024-02-04 14:05:46.018833+00:00,IPL opening Ceremony 2026- RCB vs SRH at [LOCATION].,Unknown,CBD 2,High,None,Unknown,-1.0,2024-01-30 05:01:05.959444+00:00,1,Cubbon Park,Unknown,12.9828467,77.58946,,,Unknown,QueensStatueCircle,,,,,0,325.0827,0,0
FKID000468,planned,12.9299316,77.6761985,12.9299672,77.6762424,"Ambalipura Main Road, Sonestaa Woods, Bellandur Village, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)","Ambalipura Main Road, Sonestaa Woods, Bellandur Village, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)",procession,True,2024-02-05 00:25:25.833000+00:00,2024-02-05 06:05:46+00:00,closed,yes,2024-02-05 02:35:48.073849+00:00,Call me [PHONE] [LOCATION] village car festival,Unknown,Non-corridor,Low,None,Unknown,-1.0,2024-02-05 00:28:34.790563+00:00,1,Bellandur,Unknown,12.9828467,77.58946,,,Unknown,Unknown,0.0,5.0,2.0,0.0,0,340.33611666666667,0,0
FKID000478,planned,13.0271353,77.5796689,0.0,0.0,"Dr Rajgopal Road, MET Layout, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",Unknown,procession,False,2024-02-05 04:41:29.705000+00:00,2024-02-05 04:41:46+00:00,closed,yes,2024-02-05 05:35:48.261861+00:00,[PERSON] junction to bhoopasandra bus stand traffic Slow moment sir,Unknown,Non-corridor,Low,None,Unknown,-1.0,2024-02-05 04:43:56.147598+00:00,1,Kodigehalli,Unknown,12.9828467,77.58946,,,Unknown,Unknown,4.0,5.0,2.0,0.0,0,0.27158333333333334,0,0
FKID000490,planned,12.9567617,77.7015267,12.95688,77.7011767,"HAL Airport Road, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)","HAL Airport Road, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",construction,True,2024-02-05 11:23:01.315000+00:00,2024-02-04 17:25:46+00:00,closed,yes,2024-02-05 12:35:47.849372+00:00,"Kundalahalli towards doddanekundi main road,and [PERSON] police station towards [LOCATION] service road closed regarding metro work sir",Unknown,Varthur Road,High,None,Unknown,-1.0,2024-02-05 11:27:30.380637+00:00,1,HAL Old Airport,Unknown,12.9828467,77.58946,,,Unknown,Unknown,11.0,5.0,2.0,0.0,0,-1077.25525,0,0
FKID000502,planned,12.92609339,77.67623685,12.9303537,77.67845287,"ಬೆಳ್ಳಂದೂರು, ಬೆಂಗಳೂರು ಪೂರ್ವ ನಗರ ನಿಗಮ, Bengaluru, ಬೆಂಗಳೂರು ಪೂರ್ವ, ಬೆಂಗಳೂರು ನಗರ, Karnataka, 560103, India","ಬೆಳ್ಳಂದೂರು, ಬೆಂಗಳೂರು ಪೂರ್ವ ನಗರ ನಿಗಮ, Bengaluru, ಬೆಂಗಳೂರು ಪೂರ್ವ, ಬೆಂಗಳೂರು ನಗರ, Karnataka, 560103, India",public_event,True,,2024-02-05 18:05:46+00:00,closed,yes,2024-02-05 18:05:46.022903+00:00,[PERSON] and Palakki Uthsava at Bellandur,Unknown,ORR East 1,High,None,Unknown,-1.0,2024-02-04 05:56:27.270596+00:00,1,Bellandur,Unknown,12.9828467,77.58946,,,Unknown,Unknown,,,,,0,325.0827,0,0
FKID000553,planned,12.9698023,77.7004597,0.0,0.0,"Outer Ring Road, Central Avenue, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",Unknown,construction,False,2024-03-09 21:07:10.260000+00:00,2024-03-10 10:05:46+00:00,closed,yes,2024-03-10 10:35:48.394758+00:00,karthiknagara towards [LOCATION] and karthiknagara towards marathhalli traffic movement will be slow due to [LOCATION] station piller work,Unknown,ORR East 2,High,None,Unknown,-1.0,2024-03-09 21:08:08.389423+00:00,1,HAL Old Airport,Unknown,12.9828467,77.58946,,,Unknown,Unknown,21.0,9.0,3.0,5.0,1,778.5956666666666,0,0
FKID000557,planned,12.9050763,77.5856446,0.0,0.0,"24th Main Road, P Muniyappa Garden, JP Nagar Phase 6, Bengaluru, Karnataka. Pin-560078 (India)",Unknown,construction,False,2024-03-09 21:33:49.745000+00:00,2024-03-09 21:35:46+00:00,closed,yes,2024-03-09 22:35:48.002653+00:00,ಮಳೆ ಬಂದು ರಸ್ತೆ ಗುಂಡಿಗಳು ಬಿದ್ದಿದೆ ಸಂಚಾರ ನಿಧಾನಗತಿಯಲ್ಲಿದೆ ಸರ್,Unknown,ORR West 1,High,None,Unknown,-1.0,2024-03-09 21:38:29.471768+00:00,1,J.P. Nagar,Unknown,12.9828467,77.58946,,,Unknown,Unknown,21.0,9.0,3.0,5.0,1,1.9375833333333332,0,0
FKID000575,planned,12.969172,77.7005467,0.0,0.0,"West Parallel Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",Unknown,construction,False,,2024-02-06 09:05:46+00:00,closed,yes,2024-02-06 09:35:48.120327+00:00,[LOCATION] statin work,Unknown,ORR East 2,High,None,Unknown,-1.0,2024-02-05 21:22:37.613350+00:00,1,HAL Old Airport,Unknown,12.9828467,77.58946,,,Unknown,Unknown,,,,,0,325.0827,0,0
FKID000629,planned,12.9694928,77.700667,0.0,0.0,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",Unknown,construction,False,2024-02-06 21:13:31.498000+00:00,2024-02-07 09:05:46+00:00,closed,yes,2024-02-07 09:35:47.702728+00:00,[LOCATION] towards [PERSON] and [PERSON] towards [LOCATION] traffic movement will be slow due to [LOCATION] station work,Unknown,ORR East 2,High,None,Unknown,-1.0,2024-02-06 21:15:08.156656+00:00,1,HAL Old Airport,Unknown,12.9828467,77.58946,,,Unknown,Unknown,21.0,6.0,2.0,1.0,0,712.2417,0,0
FKID000637,planned,13.05331416,77.55094528,13.046172,77.55604148,"ಬಿಇಎಲ್ ರಸ್ತೆ, ಎಚ್ಎಮ್.ಟಿ ವಾರ್ಡ್, ಬೆಂಗಳೂರು ಉತ್ತರ ನಗರ ನಿಗಮ, Bengaluru, ಯಲಹಂಕ ತಾಲೂಕು, ಬೆಂಗಳೂರು ನಗರ, Karnataka, 560013, India","ಬಿಇಎಲ್ ರಸ್ತೆ, ಎಚ್ಎಮ್.ಟಿ ವಾರ್ಡ್, ಬೆಂಗಳೂರು ಉತ್ತರ ನಗರ ನಿಗಮ, Bengaluru, ಬೆಂಗಳೂರು ಉತ್ತರ, ಬೆಂಗಳೂರು ನಗರ, Karnataka, 560013, India",construction,True,,2024-02-07 11:35:46+00:00,closed,yes,2024-02-07 11:35:47.839751+00:00,White Topping work from [LOCATION] to [LOCATION].,Unknown,Non-corridor,Low,None,Unknown,-1.0,2023-12-09 04:34:35.479868+00:00,1,Jalahalli,Unknown,12.9828467,77.58946,,,North Zone 1,Unknown,,,,,0,325.0827,0,0
FKID000694,planned,12.906294,77.5854735,0.0,0.0,"Dr Rajkumar Puniya Bhoomi Road, Learning to Fly, JP Nagar Phase 6, Bengaluru, Karnataka. Pin-560078 (India)",Unknown,construction,False,2024-02-08 04:41:44.523000+00:00,2024-02-08 05:40:46+00:00,closed,no,2024-02-08 08:00:59.712913+00:00,Puttenahalli underpass water logging cleaning work progressing from BBMP sir,Unknown,ORR West 1,High,None,Unknown,-1.0,2024-02-08 04:44:00.033515+00:00,1,J.P. Nagar,Unknown,12.9828467,77.58946,,,Unknown,Unknown,4.0,8.0,2.0,3.0,0,59.02461666666667,0,0
FKID000699,planned,13.0949499,77.5972685,0.0,0.0,"Bellary Road, Concorde Mayfair, KHB Colony, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",Unknown,construction,False,2024-02-08 05:48:25.413000+00:00,2024-02-08 06:05:46+00:00,closed,yes,2024-02-08 06:35:47.658271+00:00,Good evening sir/madam [PERSON] work at Coffee Day opposite.,Unknown,Bellary Road 2,High,None,Unknown,-1.0,2024-02-08 05:54:04.728757+00:00,1,Yelahanka,Unknown,12.9828467,77.58946,,,Unknown,Unknown,5.0,8.0,2.0,3.0,0,17.343116666666667,0,0
FKID000717,planned,12.9533243,77.5737148,0.0,0.0,"KR Main Road, BNV Subramanya Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",Unknown,procession,False,2024-03-10 21:56:27.926000+00:00,2024-03-10 22:35:46+00:00,closed,yes,2024-03-10 22:35:47.942074+00:00,[PERSON] jain bandari college towards [LOCATION],Unknown,Non-corridor,Low,None,Unknown,-1.0,2024-03-10 22:00:26.205854+00:00,1,V.V.Puram (C.Pet),Unknown,12.9828467,77.58946,,,Unknown,Unknown,21.0,10.0,3.0,6.0,1,39.301233333333336,0,0
FKID000737,planned,12.98709566,77.61905384,12.99265493,77.60963791,"Mother Teresa Circle, Saint John's Church Road, Kothandram Layout, K Kamaraj Ward, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560042, India","Father Servanton Circle, Saint John's Church Road, Bharathi Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",public_event,True,,2024-02-08 18:05:46+00:00,closed,yes,2024-02-08 20:54:50.185359+00:00,[PERSON],Unknown,Non-corridor,Low,None,Unknown,-1.0,2024-02-07 01:16:00.247989+00:00,1,Pulikeshinagar(F.Town),Unknown,12.9828467,77.58946,,,Unknown,Unknown,,,,,0,325.0827,0,0
FKID000805,planned,12.9696663,77.7005081,0.0,0.0,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",Unknown,construction,False,2024-02-08 20:59:05.478000+00:00,2024-02-09 09:05:46+00:00,closed,yes,2024-02-09 09:35:47.935841+00:00,[LOCATION] towards [PERSON] and [PERSON] towards [LOCATION] traffic movement will be slow due to [LOCATION] station work,Unknown,ORR East 2,High,None,Unknown,-1.0,2024-02-08 20:59:58.756394+00:00,1,HAL Old Airport,Unknown,12.9828467,77.58946,,,Unknown,Unknown,20.0,8.0,2.0,3.0,0,726.6753666666666,0,0
FKID000816,planned,13.0360195,77.5212488,13.0379916,77.5218971,"Peenya Main Road, Sri Muneshwara Industrial Estate, Peenya, Bengaluru, Karnataka. Pin-560058 (India)","Mumbai Bengaluru Highway, Namma Metro Circle, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",construction,True,2024-02-09 12:55:13.328000+00:00,2024-02-09 12:55:46+00:00,closed,no,2024-02-09 13:35:47.620165+00:00,road construction...no traffic,Unknown,Tumkur Road,High,None,Unknown,-1.0,2024-02-09 12:57:23.288542+00:00,1,Peenya,Unknown,12.9828467,77.58946,,,Unknown,Unknown,12.0,9.0,2.0,4.0,0,0.5445333333333333,0,0
FKID000834,planned,12.9745058,77.5704978,12.9747567,77.570505,"Bhashyam Road, Cottonpet Circle, Cottonpete, Bengaluru, Karnataka. Pin-560053 (India)","Dr TCM Royan Road, Cottonpet Circle, Cottonpete, Bengaluru, Karnataka. Pin-560053 (India)",construction,True,2024-02-10 00:04:24.946000+00:00,2024-02-24 00:08:46+00:00,closed,yes,2024-02-23 04:55:23.358053+00:00,shantala towards ltp road White taping road cunstuction..,Unknown,Non-corridor,Low,None,Unknown,-1.0,2024-02-10 00:09:42.245783+00:00,1,Chamarajpet,Unknown,12.9828467,77.58946,2024-02-23 04:55:23.357458+00:00,,Unknown,Unknown,0.0,10.0,2.0,5.0,1,20164.3509,1,0
FKID000894,planned,12.98506103,77.57213473,12.98956059,77.57189333,"ಧನವಂತ್ರಿ ರಸ್ತೆ, ಸ್ವತಂತ್ರ ಪಾಳ್ಯ ವಾರ್ಡ್, ಬೆಂಗಳೂರು ಮಧ್ಯ ನಗರ ನಿಗಮ, Bengaluru, ಬೆಂಗಳೂರು ಉತ್ತರ, ಬೆಂಗಳೂರು ನಗರ, Karnataka, 560009, India","ಪ್ಲಾಟ್ಫಾರ್ಮ್ ರಸ್ತೆ, ಸ್ವತಂತ್ರ ಪಾಳ್ಯ ವಾರ್ಡ್, ಬೆಂಗಳೂರು ಮಧ್ಯ ನಗರ ನಿಗಮ, Bengaluru, ಬೆಂಗಳೂರು ಉತ್ತರ, ಬೆಂಗಳೂರು ನಗರ, Karnataka, 560021, India",construction,True,,2024-02-10 12:05:46+00:00,closed,yes,2024-02-10 12:35:47.815397+00:00,"BWSSB Road Cwork at [LOCATION] junction.(12.985016993498627, 77.57213578357488)",Unknown,Non-corridor,Low,None,Unknown,-1.0,2023-11-11 23:58:03.714918+00:00,1,Sheshadripuram,Unknown,12.9828467,77.58946,,,Central Zone 2,KrishnaFlourMill,,,,,0,325.0827,0,0
